web-scraper-order,web-scraper-start-url,IATA,ICAO,Airline,Call sign,Country_Region,Comments
"1733246192-205","https://en.wikipedia.org/wiki/List_of_airline_codes","","WFT","Aircharters Worldwide","WORLD FLIGHT","United States","Allocated 2014[5]"
"1733246192-206","https://en.wikipedia.org/wiki/List_of_airline_codes","JU","ASL","Air Serbia","AIR SERBIA","Serbia","Name changed from Aeroput to JAT Yugoslav Airlines to Jat Airways to Air Serbia. Formerly used JAT as ICAO code."
"1733246192-207","https://en.wikipedia.org/wiki/List_of_airline_codes","QH","LYN","Air Kyrgyzstan","ALTYN AVIA","Kyrgyzstan","Name changed from Kyrgyzstan"
"1733246192-208","https://en.wikipedia.org/wiki/List_of_airline_codes","XK","CCM","Air Corsica","CORSICA","France",""
"1733246192-209","https://en.wikipedia.org/wiki/List_of_airline_codes","","AHS","AHS Air International","HIGH SKY","Pakistan",""
"1733246192-210","https://en.wikipedia.org/wiki/List_of_airline_codes","","ROO","Aero Roa","AERO ROA","Mexico",""
"1733246192-211","https://en.wikipedia.org/wiki/List_of_airline_codes","","AWF","Aeroforward","","United States",""
"1733246192-212","https://en.wikipedia.org/wiki/List_of_airline_codes","","SUP","Aeronautical Charters","SUN SPEED","United States",""
"1733246192-213","https://en.wikipedia.org/wiki/List_of_airline_codes","","PSO","Aerotaxis Pegaso","AEROPEGASO","Mexico",""
"1733246192-214","https://en.wikipedia.org/wiki/List_of_airline_codes","EI","EIN","Aer Lingus","SHAMROCK","Ireland",""
"1733246192-215","https://en.wikipedia.org/wiki/List_of_airline_codes","EG","EUK","Aer Lingus UK","GREEN FLIGHT","United Kingdom",""
"1733246192-216","https://en.wikipedia.org/wiki/List_of_airline_codes","","VLB","Air Volta","VOLTA","Bulgaria",""
"1733246192-217","https://en.wikipedia.org/wiki/List_of_airline_codes","","FCJ","AirSprint US","FRACJET","United States","Previously used code ""HAB"""
"1733246192-218","https://en.wikipedia.org/wiki/List_of_airline_codes","","TEW","Airteam Charter","TEAMWORK","South Africa",""
"1733246192-219","https://en.wikipedia.org/wiki/List_of_airline_codes","","STT","Alpha Star Charter","STAR CHARTER","Saudi Arabia",""
"1733246192-220","https://en.wikipedia.org/wiki/List_of_airline_codes","","LBZ","Angkasa Super Service","","Indonesia",""
"1733246192-221","https://en.wikipedia.org/wiki/List_of_airline_codes","","HEZ","Arrow Aviation","ARROW","Israel",""
"1733246192-222","https://en.wikipedia.org/wiki/List_of_airline_codes","","UAH","Air Experience Flight, Cranwell","","United Kingdom","Royal Air Force"
"1733246192-223","https://en.wikipedia.org/wiki/List_of_airline_codes","","RVQ","Aero Jet International","REVA AIR","United States",""
"1733246192-224","https://en.wikipedia.org/wiki/List_of_airline_codes","","ASK","Aerosky","MULTISKY","Spain",""
"1733246192-225","https://en.wikipedia.org/wiki/List_of_airline_codes","","AEH","Aero4m","AEROCUTTER","Slovenia",""
"1733246192-226","https://en.wikipedia.org/wiki/List_of_airline_codes","","ERO","Aeroecom","AEROECOM","Venezuela",""
"1733246192-227","https://en.wikipedia.org/wiki/List_of_airline_codes","A8","XAU","Aerolink Uganda","PEARL","Uganda",""
"1733246192-228","https://en.wikipedia.org/wiki/List_of_airline_codes","","NKY","Aeromonkey","AEROMON","Mexico",""
"1733246192-229","https://en.wikipedia.org/wiki/List_of_airline_codes","","AWP","Aeroworld Pakistan","","Pakistan",""
"1733246192-230","https://en.wikipedia.org/wiki/List_of_airline_codes","","AGA","AG Air","GEOLINE","Georgia",""
"1733246192-231","https://en.wikipedia.org/wiki/List_of_airline_codes","","ABZ","Air Ambulance Services","ISLAND LIFEFLIGHT","Bahamas",""
"1733246192-232","https://en.wikipedia.org/wiki/List_of_airline_codes","RV","ROU","Air Canada Rouge","ROUGE","Canada",""
"1733246192-233","https://en.wikipedia.org/wiki/List_of_airline_codes","","CNM","Air China Inner Mongolia","MENGYUAN","China",""
"1733246192-234","https://en.wikipedia.org/wiki/List_of_airline_codes","","VRE","Air Côte d'Ivoire","COTE DIVORIE","Ivory Coast",""
"1733246192-235","https://en.wikipedia.org/wiki/List_of_airline_codes","","AWL","Air Walser","","Malta",""
"1733246192-236","https://en.wikipedia.org/wiki/List_of_airline_codes","","AXY","Air X Charter","LEGEND","Malta",""
"1733246192-237","https://en.wikipedia.org/wiki/List_of_airline_codes","","OES","ART Aviation","ART AUSTRIA","Austria",""
"1733246192-238","https://en.wikipedia.org/wiki/List_of_airline_codes","","ASF","Austrian Air Force","AUSTRIAN AIRFORCE","Austria",""
"1733246192-239","https://en.wikipedia.org/wiki/List_of_airline_codes","","AVG","Aviation Legacy","AVILEF","Gambia",""
"1733246192-240","https://en.wikipedia.org/wiki/List_of_airline_codes","7A","AZY","Aztec Worldwide Airlines","AZTEC WORLD","United States",""
"1733246192-241","https://en.wikipedia.org/wiki/List_of_airline_codes","6U","ACX","Air Cargo Germany","LOADMASTER","Germany","defunct"
"1733246192-242","https://en.wikipedia.org/wiki/List_of_airline_codes","","AAD","Aero Aviation Centre Ltd.","SUNRISE","Canada","Ceased operations 1995"
"1733246192-243","https://en.wikipedia.org/wiki/List_of_airline_codes","","SII","Aero Servicios Ejecutivos Internacionales","ASEISA","Mexico",""
"1733246192-244","https://en.wikipedia.org/wiki/List_of_airline_codes","","BZS","Aero Biniza","BINIZA","Mexico",""
"1733246192-245","https://en.wikipedia.org/wiki/List_of_airline_codes","","","Aero Comondu","AERO COMONDU","Mexico",""
"1733246192-246","https://en.wikipedia.org/wiki/List_of_airline_codes","","AET","Aero-Palma","AERO PALMA","Spain","defunct"
"1733246192-247","https://en.wikipedia.org/wiki/List_of_airline_codes","","ABM","Aero Albatros","ALBATROS ESPANA","Spain",""
"1733246192-248","https://en.wikipedia.org/wiki/List_of_airline_codes","ZI","AAF","Aigle Azur","AIGLE AZUR","France","Former name: Lucas Aigle Azur; former IATA code: LK"
"1733246192-249","https://en.wikipedia.org/wiki/List_of_airline_codes","","AAM","Aim Air","","Moldova",""
"1733246192-250","https://en.wikipedia.org/wiki/List_of_airline_codes","","AAO","Atlantis Airlines (USA)","ATLANTIS AIR","United States",""
"1733246192-251","https://en.wikipedia.org/wiki/List_of_airline_codes","","AAP","Aerovista Airlines","AEROVISTA GROUP","Kyrgyzstan","defunct"
"1733246192-252","https://en.wikipedia.org/wiki/List_of_airline_codes","AE","AE","Air Ceylon","CEYLON","Sri Lanka","defunct"
"1733246192-253","https://en.wikipedia.org/wiki/List_of_airline_codes","4K*","AAS","Askari Aviation","AL-ASS","Pakistan",""
"1733246192-254","https://en.wikipedia.org/wiki/List_of_airline_codes","","AAU","Australia Asia Airlines","AUSTASIA","Australia","Subsidiary merged into Qantas; former IATA code: IM"
"1733246192-255","https://en.wikipedia.org/wiki/List_of_airline_codes","","AAV","Astro Air International","ASTRO-PHIL","United States",""
"1733246192-256","https://en.wikipedia.org/wiki/List_of_airline_codes","8U","AAW","Afriqiyah Airways","AFRIQIYAH","Libya",""
"1733246192-257","https://en.wikipedia.org/wiki/List_of_airline_codes","Q9","AFU","Afrinat International Airlines","AFRINAT","Gambia","defunct, ICAO code no longer allocated"
"1733246192-258","https://en.wikipedia.org/wiki/List_of_airline_codes","","AAX","Afric'air Express","AFREX","Côte d'Ivoire","defunct"
"1733246192-259","https://en.wikipedia.org/wiki/List_of_airline_codes","","BRL","Air Brasd'or","BRASD'OR","Canada",""
"1733246192-260","https://en.wikipedia.org/wiki/List_of_airline_codes","","AFH","Air Fecteau","FECTO","Canada","defunct"
"1733246192-261","https://en.wikipedia.org/wiki/List_of_airline_codes","","BRM","Air 500","BOOMERANG","Canada","defunct"
"1733246192-262","https://en.wikipedia.org/wiki/List_of_airline_codes","","AAG","Atlantic Flight Training","ATLANTIC","United Kingdom","Changed from Air Atlantique in 2014[1]"
"1733246192-263","https://en.wikipedia.org/wiki/List_of_airline_codes","KI","AAG","Air Atlantique","ATLANTIC","United Kingdom","Former name: Atlantic Air Transport; former IATA codes: 7M, DG, transferred to Atlantic Flight Training in 2014."
"1733246192-264","https://en.wikipedia.org/wiki/List_of_airline_codes","QB","AAJ","Air Alma","AIR ALMA","Canada","Ceased operations 10/01/2002; former IATA code: 4L"
"1733246192-265","https://en.wikipedia.org/wiki/List_of_airline_codes","","ACS","Air Cess","","Liberia","defunct"
"1733246192-266","https://en.wikipedia.org/wiki/List_of_airline_codes","","ADT","Air Dorval","AIR DORVAL","Canada","defunct"
"1733246192-267","https://en.wikipedia.org/wiki/List_of_airline_codes","","AHN","Air Hungaria","AIR HUNGARIA","Hungary",""
"1733246192-268","https://en.wikipedia.org/wiki/List_of_airline_codes","","AHR","Air Adriatic","ADRIATIC","Croatia","defunct"
"1733246192-269","https://en.wikipedia.org/wiki/List_of_airline_codes","LD","AHK","Air Hong Kong","AIR HONG KONG","Hong Kong",""
"1733246192-270","https://en.wikipedia.org/wiki/List_of_airline_codes","","AHS","Air Viggi San Raffaele","AIRSAR","Italy",""
"1733246192-271","https://en.wikipedia.org/wiki/List_of_airline_codes","","AAI","Air Aurora","BOREALIS","United States","Former IATA code: AX"
"1733246192-272","https://en.wikipedia.org/wiki/List_of_airline_codes","","ACU","Air Cargo Transportation System","AFRISPIRIT","Kenya",""
"1733246192-273","https://en.wikipedia.org/wiki/List_of_airline_codes","","ACV","Air Charter Service","","United Kingdom","ICAO code no longer allocated"
"1733246192-274","https://en.wikipedia.org/wiki/List_of_airline_codes","","ADC","Air Atlantic Dominicana","ATLAN-DOMINICAN","Dominican Republic","defunct"
"1733246192-275","https://en.wikipedia.org/wiki/List_of_airline_codes","2Y","ADW","Air Andaman","AIR ANDAMAN","Thailand","defunct 2004"
"1733246192-276","https://en.wikipedia.org/wiki/List_of_airline_codes","UX","AEA","Air Europa","EUROPA","Spain",""
"1733246192-277","https://en.wikipedia.org/wiki/List_of_airline_codes","","AEQ","Air Express","LUNA","Sweden",""
"1733246192-278","https://en.wikipedia.org/wiki/List_of_airline_codes","IG","AEY","Air Italy","AIR ITALY","Italy","merged into Meridiana"
"1733246192-279","https://en.wikipedia.org/wiki/List_of_airline_codes","","ASW","Air Southwest Ltd.","AIRSOUTHWEST","Canada","defunct"
"1733246192-280","https://en.wikipedia.org/wiki/List_of_airline_codes","","ASX","Air Special","AIRSPEC","Czech Republic",""
"1733246192-281","https://en.wikipedia.org/wiki/List_of_airline_codes","NX","AMU","Air Macau","AIR MACAO","Macao",""
"1733246192-282","https://en.wikipedia.org/wiki/List_of_airline_codes","6A","AMW","Armenia Airways","ARMENIA","Armenia",""
"1733246192-283","https://en.wikipedia.org/wiki/List_of_airline_codes","HM","SEY","Air Seychelles","SEYCHELLES","Seychelles",""
"1733246192-284","https://en.wikipedia.org/wiki/List_of_airline_codes","","SFB","Air Sofia","AIR SOFIA","Bulgaria","defunct"
"1733246192-285","https://en.wikipedia.org/wiki/List_of_airline_codes","","BRF","Air Bravo","AIR BRAVO","Uganda",""
"1733246192-286","https://en.wikipedia.org/wiki/List_of_airline_codes","AF","AFR","Air France","AIRFRANS","France",""
"1733246192-287","https://en.wikipedia.org/wiki/List_of_airline_codes","","ACG","Air Partner","AIR PARTNER","United Kingdom",""
"1733246192-288","https://en.wikipedia.org/wiki/List_of_airline_codes","SB","ACI","Air Caledonie International","AIRCALIN","France",""
"1733246192-289","https://en.wikipedia.org/wiki/List_of_airline_codes","","VSG","AirClass Airways","VISIG","Spain","formerly Visig Operaciones Aéreas"
"1733246192-290","https://en.wikipedia.org/wiki/List_of_airline_codes","EH","AKX","Air Nippon Network Co. Ltd.","ALFA WING","Japan","merged into ANA Wings"
"1733246192-291","https://en.wikipedia.org/wiki/List_of_airline_codes","","ALM","Air ALM","ANTILLEAN","Netherlands Antilles","defunct"
"1733246192-292","https://en.wikipedia.org/wiki/List_of_airline_codes","","ALN","Air Lincoln","CHICAGO LINCOLN","United States",""
"1733246192-293","https://en.wikipedia.org/wiki/List_of_airline_codes","","ACM","Air Caledonia","WEST CAL","Canada",""
"1733246192-294","https://en.wikipedia.org/wiki/List_of_airline_codes","ED","AXE","AirExplore","GALILEO","Slovakia",""
"1733246192-295","https://en.wikipedia.org/wiki/List_of_airline_codes","","AGM","Air Guam","AIR GUAM","United States",""
"1733246192-296","https://en.wikipedia.org/wiki/List_of_airline_codes","ZW","AWI","Air Wisconsin","WISCONSIN","United States",""
"1733246192-297","https://en.wikipedia.org/wiki/List_of_airline_codes","","ALU","Air Luxor STP","LUXORJET","São Tomé and Príncipe",""
"1733246192-298","https://en.wikipedia.org/wiki/List_of_airline_codes","YI","RSI","Air Sunshine","AIR SUNSHINE","United States",""
"1733246192-299","https://en.wikipedia.org/wiki/List_of_airline_codes","GN","AGN","Air Gabon","GOLF NOVEMBER","Gabon","defunct"
"1733246192-300","https://en.wikipedia.org/wiki/List_of_airline_codes","9T","RUN","Air ACT","CARGO TURK","Turkey",""
"1733246192-301","https://en.wikipedia.org/wiki/List_of_airline_codes","","AFV","Air Afrique Vacancies","AFRIQUE VACANCE","Côte d'Ivoire",""
"1733246192-302","https://en.wikipedia.org/wiki/List_of_airline_codes","ZB","ABN","Air Albania","AIR ALBANIA","Albania",""
"1733246192-303","https://en.wikipedia.org/wiki/List_of_airline_codes","3J","AAQ","Air Alliance","LIAISON","Canada","defunct"
"1733246192-304","https://en.wikipedia.org/wiki/List_of_airline_codes","WP","ATW","Air Antwerp","DEVIL","Belgium","defunct"
"1733246192-305","https://en.wikipedia.org/wiki/List_of_airline_codes","BX","ABL","Air Busan","AIR BUSAN","South Korea",""
"1733246192-306","https://en.wikipedia.org/wiki/List_of_airline_codes","","ACH","Air Cargo Plus","AIR PLUS","Liberia",""
"1733246192-307","https://en.wikipedia.org/wiki/List_of_airline_codes","","AAT","Air Central Asia","","Kyrgyzstan",""
"1733246192-308","https://en.wikipedia.org/wiki/List_of_airline_codes","LB","LEP","Air Costa","LECOSTA","India",""
"1733246192-309","https://en.wikipedia.org/wiki/List_of_airline_codes","","AFS","Air Data","","United Kingdom",""
"1733246192-310","https://en.wikipedia.org/wiki/List_of_airline_codes","GL","GRL","Air Greenland","GREENLAND","Greenland",""
"1733246192-311","https://en.wikipedia.org/wiki/List_of_airline_codes","3S","GUY","Air Guyane Express","GREEN BIRD","French Guiana",""
"1733246192-312","https://en.wikipedia.org/wiki/List_of_airline_codes","","AHO","Air Hamburg","AIR HAMBURG","Germany",""
"1733246192-313","https://en.wikipedia.org/wiki/List_of_airline_codes","NQ","AJX","Air Japan","AIR JAPAN","Japan",""
"1733246192-314","https://en.wikipedia.org/wiki/List_of_airline_codes","IJ","LIB","Air Liberté","LIBERTE","France","defunct"
"1733246192-315","https://en.wikipedia.org/wiki/List_of_airline_codes","TT","KLA","Air Lithuania","KAUNAS","Lithuania","defunct"
"1733246192-316","https://en.wikipedia.org/wiki/List_of_airline_codes","QM","AIM","Air Malawi","MALAWI","Malawi","defunct"
"1733246192-317","https://en.wikipedia.org/wiki/List_of_airline_codes","L6","AMI","Air Maldives","AIR MALDIVES","Maldives","defunct"
"1733246192-318","https://en.wikipedia.org/wiki/List_of_airline_codes","ML","BIE","Air Mediterranee","MEDITERRANEE","France","defunct"
"1733246192-319","https://en.wikipedia.org/wiki/List_of_airline_codes","P8","MKG","Air Mekong","MEKONG","Vietnam","defunct"
"1733246192-320","https://en.wikipedia.org/wiki/List_of_airline_codes","","AMG","Air Minas Linhas Aéreas","AIR MINAS","Brazil","defunct"
"1733246192-321","https://en.wikipedia.org/wiki/List_of_airline_codes","4O","MNE","Air Montenegro","MOUNT EAGLE","Montenegro",""
"1733246192-322","https://en.wikipedia.org/wiki/List_of_airline_codes","","TAH","Air Moorea","AIR MOOREA","France","defunct"
"1733246192-323","https://en.wikipedia.org/wiki/List_of_airline_codes","","ANV","Air Nevada","AIR NEVADA","United States",""
"1733246192-324","https://en.wikipedia.org/wiki/List_of_airline_codes","NZ","ANZ","Air New Zealand","NEW ZEALAND","New Zealand","""NZ"" used by New Zealand National Airways Corporation until its merger with Air New Zealand in 1978
""TE"" used by TEAL from 1940-1965, then Air New Zealand from 1965-1990"
"1733246192-325","https://en.wikipedia.org/wiki/List_of_airline_codes","4N","ANT","Air North Charter - Canada","AIR NORTH","Canada",""
"1733246192-326","https://en.wikipedia.org/wiki/List_of_airline_codes","","AOE","Air One Executive","","Italy",""
"1733246192-327","https://en.wikipedia.org/wiki/List_of_airline_codes","","AEI","Air Poland","POLISH BIRD","Poland","defunct"
"1733246192-328","https://en.wikipedia.org/wiki/List_of_airline_codes","YP","APZ","Air Premia","AIR PREMIA","South Korea",""
"1733246192-329","https://en.wikipedia.org/wiki/List_of_airline_codes","","AVZ","Air Valencia","AIR VALENCIA","Spain",""
"1733246192-330","https://en.wikipedia.org/wiki/List_of_airline_codes","","AMO","Air Montreal (Air Holdings Inc.)","AIR MONTREAL","Canada",""
"1733246192-331","https://en.wikipedia.org/wiki/List_of_airline_codes","BM","","Air Sicilia","","Italy","defunct"
"1733246192-332","https://en.wikipedia.org/wiki/List_of_airline_codes","","AMR","Air Specialties Corporation","AIR AM","United States","Air American, Total Air"
"1733246192-333","https://en.wikipedia.org/wiki/List_of_airline_codes","","AMS","Air Muskoka","AIR MUSKOKA","Canada",""
"1733246192-334","https://en.wikipedia.org/wiki/List_of_airline_codes","","AOJ","Avcon Jet","ASTERIX","Austria",""
"1733246192-335","https://en.wikipedia.org/wiki/List_of_airline_codes","","AJU","Air Jetsul","AIRJETSUL","Portugal",""
"1733246192-336","https://en.wikipedia.org/wiki/List_of_airline_codes","","AKA","Air Korea Co. Ltd.","","Republic of Korea",""
"1733246192-337","https://en.wikipedia.org/wiki/List_of_airline_codes","","LIV","Air Livonia","LIVONIA","Estonia","defunct"
"1733246192-338","https://en.wikipedia.org/wiki/List_of_airline_codes","ZX","ABL","Air BC","AIRCOACH","Canada","Merged into Air Canada Jazz"
"1733246192-339","https://en.wikipedia.org/wiki/List_of_airline_codes","","ABN","Air Fret Senegal","","Senegal",""
"1733246192-340","https://en.wikipedia.org/wiki/List_of_airline_codes","","LJA","Air Jamahiriya Company","AIR JAMAHIRIYA","Libya","ICAO code no longer allocated"
